Name,Released_year,Rating,Genre,Sub_genre,Free
Blameless,2016,8.4,Adventure,Indie,True
Unsolved Case,2022,8.9,Adventure,Casual,True
What Never Was,2019,9.5,Adventure,Casual,True
Moe Era,2020,8.8,Casual,Indie,True
VEGA Conflict,2015,5.9,Massively Multiplayer,Strategy,True
Black Myth: Wukong Benchmark Tool,2024,9.2,N/A,N/A,True
Strife,2015,7.6,Action,RPG,True
BirdGut,2019,9.5,Adventure,Casual,True
CONFLICT OF NATIONS: WORLD WAR 3,2018,7.8,Indie,Massively Multiplayer,True
World of Warplanes,2022,6.9,Action,Massively Multiplayer,True
Selene Apoptosis,2023,8.9,Adventure,N/A,True
Outpath: First Journey,2022,9.7,Adventure,Casual,True
The Outlast Trials Playtest,2022,9.8,N/A,N/A,False
Blade Symphony,2014,7.2,Action,Indie,True
Nomad,2015,6.0,Action,Adventure,True
Toram Online,2021,7.8,Massively Multiplayer,RPG,True
Dead Maze,2018,7.5,Action,Massively Multiplayer,True
EVGA Precision X1,2014,8.0,N/A,N/A,True
Confess My Love,2017,9.3,Adventure,Indie,True
Narcissu 1st & 2nd,2015,9.6,Indie,N/A,True
Sneak Out,2024,6.5,Action,Adventure,True
BEEP,2011,8.5,Adventure,Indie,True
I Wanna Maker,2023,9.5,Indie,N/A,True
Armored Warfare,2017,6.6,Action,Massively Multiplayer,True
AdVenture Communist,2016,6.5,Casual,Indie,True
Worm.is: The Game,2016,8.1,Casual,N/A,True
EMERGENCY,2023,6.6,Action,Strategy,True
Waven,2023,8.1,Adventure,RPG,True
Meteor 60 Seconds!,2018,9.7,Action,Casual,True
We Went Back,2020,8.5,Adventure,Indie,True
Command & Conquer 3: Kanes Wrath,2009,7.7,Strategy,N/A,False
Crime Scene Cleaner: Prologue,2024,9.6,Action,Simulation,True
Word Game: Episode 0,2021,9.9,Adventure,Indie,True
Closers,2018,7.3,Action,Massively Multiplayer,True
MadOut2 BigCityOnline CLOSED,2017,7.5,Action,Indie,True
Pandemic Express - Zombie Escape,2019,5.9,Action,Indie,True
Quake II RTX,2019,8.8,Action,N/A,True
Infection Free Zone Prologue,2023,9.2,Action,Indie,True
The First Descendant Final Technical Test,2024,8.1,N/A,N/A,False
StrangerZ,2023,3.9,Action,Indie,True
Zenith: Nexus,2022,6.9,Action,Adventure,True
Paper Lily - Chapter 1,2024,9.9,Adventure,Indie,True
Hello Neighbor Alpha 4,2019,8.5,Adventure,Indie,True
HD Poker: Texas Hold'em,2018,8.0,Casual,Massively Multiplayer,True
Teeworlds,2015,8.9,Action,Indie,True
Have a Nice Dream,2021,9.3,Indie,RPG,True
8BitMMO,2015,6.0,Action,Adventure,True
"Kid,napper: Gosh, I'm Kidnapped by a Pupil",2018,8.9,Adventure,Casual,True
The Pirate: Caribbean Hunt,2016,8.2,Action,Adventure,True
Deceit 2,2023,5.9,Action,N/A,True
Of Guards And Thieves,2014,8.5,Action,Casual,True
MARVEL Puzzle Quest,2013,7.0,Casual,RPG,True
Viscera Cleanup Detail: Shadow Warrior,2013,8.1,Indie,Simulation,False
Never Split the Party,2019,7.7,Action,Adventure,True
Ocean World: Eden Crafters Prologue,2024,9.2,Adventure,Indie,True
click to ten,2022,9.3,Action,Adventure,True
Skyforge,2017,6.0,Massively Multiplayer,RPG,True
Soulstone Survivors: Prologue,2022,9.6,Action,Indie,True
Cubic Castles,2014,7.4,Action,Adventure,True
ASTRA: Knights of Veda,2024,4.3,Action,RPG,True
Tom Clancy's Splinter Cell Conviction,2010,8.3,Action,N/A,False
Purrgatory,2021,9.9,Adventure,Casual,True
Endless World Idle RPG,2019,7.8,Action,Adventure,True
Mini World: CREATA,2018,5.7,Adventure,Casual,True
Samorost 1,2021,9.6,Adventure,Casual,True
Puzzle Together Multiplayer Jigsaw Puzzles,2020,8.6,Casual,Indie,True
Capcom Arcade Stadium,2021,5.4,Action,N/A,True
b,2017,9.1,Casual,Indie,True
Tails Noir: Prologue,2019,9.7,Adventure,Indie,True
Gas Station Simulator: Prologue - Early Days,2021,8.7,Casual,Simulation,True
家有大貓 Nekojishi,2017,9.3,Indie,N/A,True
PRO EVOLUTION SOCCER 2018,2017,8.1,Sports,N/A,False
The Riftbreaker: Prologue,2020,9.6,Action,Adventure,True
Champions Online,2011,7.2,Massively Multiplayer,RPG,True
theHunter: Primal,2015,4.9,Action,Adventure,False
Builders of Egypt: Prologue,2020,7.3,Indie,Simulation,True
Bloons Adventure Time TD,2019,8.7,Action,Strategy,True
Cloud Climber,2021,9.2,Adventure,Casual,True
The Last Remnant,2009,6.6,RPG,N/A,False
Pinball Arcade,2013,7.3,Simulation,N/A,True
Touhou Big Big Battle,2018,8.0,Action,Adventure,True
Deducto,2022,9.0,Casual,Indie,True
Cinderella Phenomenon - Otome/Visual Novel,2017,9.7,Indie,Simulation,True
Come Home,2021,9.2,Casual,Indie,True
ヘブンバーンズレッド,2022,8.7,Adventure,RPG,True
College Bound - Episode 1,2021,8.4,Casual,Indie,True
VRoid Studio v1.29.4,2020,9.5,N/A,N/A,True
Ale & Tale Tavern: First Pints,2024,9.5,Action,Adventure,True
Coloring Game,2019,9.3,Casual,Indie,True
Depression Quest,2014,6.1,Indie,RPG,True
Chaos,2020,8.8,Action,Casual,True
Brick-Force,2014,4.2,Action,N/A,True
Disfigure,2023,9.7,Action,Indie,True
Gladio and Glory,2021,9.1,Action,Indie,True
ERROR143,2022,9.4,Casual,Indie,True
The Four Kings Casino and Slots,2015,6.8,Casual,Massively Multiplayer,True
Google Earth VR,2016,9.5,Adventure,Casual,True
Eternium,2023,8.3,Action,Adventure,True
The Supper,2020,9.9,Adventure,Casual,True
异化之恶〇Abnormal Treatment,2019,9.8,Adventure,Indie,True
Professional Fishing,2018,7.7,Action,Casual,True
Animation Throwdown: The Quest for Cards,2017,7.5,Adventure,RPG,True
Idle Big Devil,2021,8.2,Adventure,Casual,True
Battle Grounds III,2024,8.6,Action,Indie,True
Floating Point,2014,9.6,Casual,Indie,True
Grapples Galore,2023,8.8,Action,Indie,True
KUBOOM,2016,6.0,Action,Adventure,True
Tukoni: Prologue,2020,9.7,Adventure,Casual,True
SCP: Labrat,2022,8.3,Action,Adventure,True
Martial Law,2021,9.2,Adventure,Indie,True
Poker Master,2020,8.8,Casual,Massively Multiplayer,True
NaissanceE,2014,6.6,Adventure,Indie,True
Zero-K,2018,9.4,Indie,Simulation,True
WWII Online,2023,7.3,Action,Casual,True
Booty Calls,2018,5.8,Casual,Indie,True
Hero Zero - Multiplayer RPG,2016,8.2,Adventure,Casual,True
UpGun,2021,8.4,Action,Casual,True
Space Station 14 Playtest,2020,9.1,N/A,N/A,False
Train Sim World 4,2023,7.9,Simulation,N/A,False
Trick and Treat - Visual Novel,2016,9.0,Casual,Indie,True
Stoneshard: Prologue,2018,8.7,Adventure,Indie,True
The Backrooms Game FREE Edition,2019,8.1,Adventure,Casual,True
World Boss,2023,6.9,Action,N/A,True
Simply Chess,2015,7.4,Casual,Indie,True
How Fish Is Made,2022,9.6,Indie,N/A,True
Supremacy 1914: World War 1,2019,7.5,Massively Multiplayer,Simulation,True
SCP: Escape Together,2021,6.5,Action,Adventure,True
瘟疫清零计划 Project Zero,2022,9.3,Action,Adventure,True
Perfect Vermin,2020,9.4,Action,Adventure,True
DISSIDIA FINAL FANTASY NT Free Edition,2019,4.4,Action,N/A,True
Fingerbones,2015,7.9,Adventure,Indie,True
Rental,2024,9.4,Adventure,Indie,True
Infinity Wars: Animated Trading Card Game,2014,7.7,Casual,Indie,True
3on3 FreeStyle: Rebound,2020,6.3,Action,Casual,True
Hello Neighbor Alpha 2,2019,9.5,Adventure,Indie,True
CounterSide,2022,7.5,RPG,N/A,True
Coloring Game 2,2020,9.7,Casual,Indie,True
Battle Islands,2014,7.6,Simulation,Strategy,True
Rakion Chaos Force,2020,6.2,Action,RPG,True
Beyond Good and Evil,2008,8.3,Action,Adventure,False
FrostRunner,2019,9.5,Action,Indie,True
SCP: Nine-Tailed Fox,2022,7.5,Action,Adventure,True
Island Saver,2020,9.5,Action,Adventure,True
九劫曲诅咒之地 NINE TRIALS,2019,6.0,Action,Adventure,True
The Perfect Tower II,2021,8.8,Action,Indie,True
OnlyCans: Thirst Date,2021,9.6,Indie,Simulation,True
HOME,2019,9.0,Adventure,Casual,True
Infinitode 2 - Infinite Tower Defense,2021,9.2,Indie,Strategy,True
BEACHED,2021,6.5,Action,Adventure,True
Chicken Invaders Universe,2022,9.1,Action,Casual,True
RED HOT VENGEANCE,2019,9.6,Action,Indie,True
Villagers and Heroes,2014,6.1,Indie,Massively Multiplayer,True
The Old Tree,2015,9.0,Adventure,Casual,True
My Lands: Black Gem Hunting,2014,8.4,Casual,Indie,True
Kane and Lynch: Dead Men,2007,6.7,Action,N/A,False
Total War: PHARAOH DYNASTIES,2024,8.7,Action,Strategy,False
NosTale - Anime MMORPG,2017,7.1,Action,Adventure,True
Bronzebeard's Tavern,2023,9.3,Casual,Indie,True
Supraball,2019,7.7,Action,Casual,True
"Warhammer 40,000: Dawn of War II Chaos Rising",2010,8.4,Strategy,N/A,False
Eraser,2021,8.4,Action,Indie,True
Touhou Hero of Ice Fairy: Prologue,2021,9.8,Action,Adventure,True
Missing Translation,2015,8.8,Adventure,Casual,True
Spacelords,2017,5.3,Action,Adventure,True
Animal Jam,2018,7.8,Adventure,Massively Multiplayer,True
我的小鲨鱼,2024,9.7,Casual,Indie,True
HAWKED,2024,5.6,Action,Adventure,True
Prince of Suburbia - Part 1,2023,9.2,Indie,N/A,True
Mitoza,2021,9.7,Adventure,Indie,True
Antimatter Dimensions,2022,9.2,Casual,Indie,True
DORONKO WANKO,2024,9.8,Action,Casual,True
Grimhook,2023,9.8,Action,Adventure,True
Super Bernie World,2020,7.9,Action,Adventure,True
Bigscreen Beta,2016,8.5,Action,Simulation,True
Bit Heroes Quest,2017,8.0,Adventure,Massively Multiplayer,True
Shroud of the Avatar: Forsaken Virtues,2018,5.8,Adventure,Massively Multiplayer,True
Long Live Santa!,2017,8.8,Action,Indie,True
Animaze by FaceRig,2021,6.8,N/A,N/A,True
BROKE PROTOCOL,2024,7.5,Action,Adventure,True
Missing Hiker,2023,8.6,Adventure,Indie,True
Hello Neighbor Alpha 1,2019,9.2,Adventure,Indie,True
TCG Card Shop Simulator: Prologue,2024,9.6,Simulation,N/A,True
英雄黄昏-文字三国志&曹贼模拟器,2021,9.8,Indie,RPG,True
Cave Crawler,2022,9.5,Action,Adventure,True
MINDNIGHT,2017,8.5,Indie,RPG,True
BlackShot: Mercenary Warfare FPS,2016,5.4,Action,Casual,True
Burning Daylight,2019,8.9,Adventure,Indie,True
Supermarket Simulator: Prologue,2024,9.4,Casual,Indie,True
Mortal Online,2015,5.2,Action,Indie,True
Awkward Dimensions Redux,2016,8.1,Adventure,Indie,True
Ticy Adventure Club,2022,9.8,Adventure,Indie,True
Combat Arms: Reloaded,2018,5.6,Action,Massively Multiplayer,True
Vecter,2020,9.5,Action,Casual,True
Onmyoji,2018,8.2,Adventure,RPG,True
Radiator 2: Anniversary Edition,2016,8.6,Action,Casual,True
Crusaders of the Lost Idols,2015,8.3,Casual,Indie,True
Insanity Clicker,2016,6.8,Adventure,Casual,True
Prison Simulator Prologue,2021,8.9,Action,RPG,True
Soccer Manager 2022,2021,7.3,Sports,N/A,True
Sword of Convallaria,2024,7.3,RPG,Strategy,True
BattleRush,2018,6.9,Action,Adventure,True
Order of Battle: World War II,2015,8.1,Simulation,Strategy,True
Neighbours from Hell Compilation,2013,6.9,Adventure,Casual,False
RPG MO,2015,7.9,Adventure,Indie,True
"Warhammer 40,000: Darktide Playtest",2022,8.9,N/A,N/A,False
Lost Planet 2,2010,6.3,Action,Adventure,False
Landfall Archives,2023,9.5,Action,Adventure,True
King's Quest,2015,9.0,Adventure,N/A,True
THE BUTTON by Elendow,2023,9.4,Simulation,Strategy,True
Greed of Man,2023,3.9,Action,Adventure,True
WWE 2K16,2016,7.4,Simulation,Sports,False
"Warhammer 40,000: Speed Freeks",2024,7.7,Racing,N/A,True
Need for Speed: Shift,2009,8.3,Racing,N/A,False
Sunrider: Mask of Arcadius,2014,9.3,Indie,RPG,True
Duck Simulator 2,2021,9.6,Action,Adventure,True
Kingdom Wars,2013,6.8,Indie,Massively Multiplayer,True
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,2024,5.3,Adventure,Casual,True
Secret Neighbor Beta,2019,8.4,Action,Adventure,False
Warhammer The Horus Heresy: Legions,2019,6.2,Adventure,Strategy,True
Riichi City STEINSGATE,2022,5.4,N/A,N/A,True
IOSoccer,2018,8.2,Indie,Sports,True
Die in the Dungeon: Origins,2023,9.6,Indie,RPG,True
雀姬/姫麻雀,2019,5.5,Casual,RPG,True
Throne of Lies: Medieval Politics,2017,7.6,RPG,N/A,True
The Timeless Child - Prologue,2021,7.6,Adventure,Indie,True
"one night, hot springs",2018,9.6,Indie,Simulation,True
Copa Petrobras de Marcas,2015,6.6,Racing,Simulation,True
Super Blue Boy Planet,2016,9.1,Indie,N/A,True
Sniper Fury,2017,4.9,Action,N/A,True
100 Capitalist Cats,2024,9.7,Action,Adventure,True
Brief Karate Foolish,2016,9.4,Action,Casual,True
Prison Life,2022,8.0,Casual,Indie,True
Age of Conquest IV,2016,8.1,Indie,Strategy,True
WGT Golf,2020,6.2,Simulation,Sports,True
Age of Conan: Unchained,2013,8.0,Action,Adventure,True
Drug Dealer Simulator: Free Sample,2020,8.9,Action,Casual,True
Warspear Online,2017,7.4,Massively Multiplayer,RPG,True
花妖物语/Flower girl,2021,8.4,Casual,Indie,True
Aimtastic,2018,9.4,Action,Indie,True
Istrolid,2016,8.7,Indie,Strategy,True
Cheeky Chooks,2018,9.4,Casual,Indie,True
Just Cause 3: Multiplayer Mod,2017,7.8,Action,Massively Multiplayer,True
Antenna,2016,7.6,Casual,Indie,True
Screw Drivers,2024,8.8,Action,Indie,True
Pixel Puzzles: Japan,2014,8.1,Casual,Indie,True
A Raven Monologue,2018,9.5,Casual,Indie,True
The Elder Scrolls II: Daggerfall,2022,8.8,Action,RPG,True
Dawnlands,2023,5.1,Action,Adventure,True
Tank Force: Online Shooter Game,2017,6.6,Action,Casual,True
PRO EVOLUTION SOCCER 2019 LITE,2018,6.1,Sports,N/A,False
Dragonheir: Silent Gods,2023,6.0,Adventure,Massively Multiplayer,True
Grim Clicker,2024,7.9,Indie,RPG,True
how do you Do It?,2015,8.4,Indie,N/A,True
EverQuest II,2011,8.3,Massively Multiplayer,RPG,True
Z1 Battle Royale: Test Server,2016,5.2,Massively Multiplayer,N/A,False
Maelstrom,2019,8.3,Action,Adventure,True
The Good Time Garden,2019,9.6,Indie,N/A,True
Shift 2 Unleashed,2011,8.4,Racing,N/A,False
Battlestations Pacific,2009,7.4,Action,Strategy,False
3D Aim Trainer,2021,8.6,Action,Adventure,True
Pages of Time: Prologue,2022,9.7,Adventure,Indie,True
Neon Boost,2019,9.0,Action,Indie,True
Mr. Prepper: Prologue,2020,8.3,Action,Adventure,True
Heartwood Online,2023,7.0,Action,Adventure,True
Pixel Starships,2023,7.3,Casual,Indie,True
Accounting (Legacy),2016,9.3,Adventure,Indie,True
Hades' Star,2019,7.3,Massively Multiplayer,Strategy,True
Cats,2024,7.7,Action,Casual,True
买个可乐饼吧 - Buy a Croquette!,2024,9.9,Adventure,Casual,True
Rise of Flight United,2013,7.7,Simulation,N/A,True
Open World Game: the Open World Game,2019,9.3,Adventure,Indie,True
Frog Fractions: Game of the Decade Edition,2020,9.5,Action,Adventure,True
Game of Thrones Winter is Coming,2019,6.0,Massively Multiplayer,RPG,True
Mighty Party,2017,5.8,Action,Adventure,True
TELEFORUM,2023,9.3,Adventure,Indie,True
America's Army 3,2009,7.0,Action,N/A,True
100 Christmas Cats,2023,8.2,Action,Adventure,True
Handshakes,2023,9.9,Casual,N/A,True
With You,2022,8.9,Adventure,Indie,True
Ann,2021,9.4,Indie,N/A,True
hexceed,2021,9.0,Casual,Indie,True
Age of Empires IV Technical Stress Test,2021,9.1,Strategy,N/A,False
You Will (Not) Remain,2022,9.2,Casual,Indie,True
Gene Shift Auto,2017,8.3,Action,Indie,True
Cave Crawlers,2023,9.3,Action,Adventure,True
Command & Conquer Generals Zero Hour,2024,8.9,Action,Strategy,False
Empires Apart,2018,6.8,Strategy,N/A,True
MICROVOLTS: Recharged,2023,6.8,Action,Casual,True
Legend of Keepers: Prologue,2019,9.2,Indie,RPG,True
Deadswitch 3,2021,7.4,Action,Casual,True
Street Fighter X Tekken,2012,7.9,Action,N/A,False
Planet S,2023,9.2,Indie,Strategy,True
ChilloutVR,2021,8.2,Action,Casual,True
Back to the Future: The Game,2010,7.4,Adventure,N/A,False
Trick & Treat,2016,9.6,Adventure,Casual,True
SYNTHETIK: Arena,2019,9.0,Action,Indie,True
Wrecked,2018,7.7,Action,Massively Multiplayer,True
OMFG: One Million Fatal Guns,2021,9.5,Action,N/A,True
Aircar,2019,9.5,Casual,Indie,True
PAYDAY 3 Playtest,2023,7.4,N/A,N/A,False
Hunger Dungeon,2016,7.2,Action,Adventure,True
HAWKEN REBORN,2023,2.8,Action,Adventure,True
Pool Nation FX Lite,2015,7.2,Casual,Indie,True
Poker Championship,2019,8.1,Indie,Massively Multiplayer,True
Illusion Carnival,2024,9.8,Adventure,Indie,True
WooLoop,2023,9.0,Casual,Indie,True
Neos VR,2018,5.4,Indie,Massively Multiplayer,True
"Warhammer 40,000: Warpforge",2024,5.2,Strategy,N/A,True
Motorcycle Mechanic Simulator 2021: Prologue,2021,8.6,Casual,Indie,True
Dark Hours: Prologue,2024,8.5,Action,Adventure,True
Fuse,2014,6.5,N/A,N/A,True
EverQuest,2012,8.0,Massively Multiplayer,RPG,True
Holo X Break,2024,8.5,Action,Casual,True
Anarchy Arcade,2014,6.8,Casual,Indie,True
TREE,2018,9.4,Casual,Indie,True
Sep-99,2018,8.6,Indie,N/A,True
Swallow the Sea,2021,9.8,Action,Adventure,True
江湖客栈-The Jianghu,2024,5.8,Action,Adventure,True
Peggle Extreme,2007,9.5,Casual,N/A,True
Kill or Love,2020,9.0,Casual,Indie,True
Seduce Me the Otome,2015,8.7,Casual,Simulation,True
The Lion's Song: Episode 1 - Silence,2016,7.7,Adventure,Indie,True
FINAL FANTASY VII EVER CRISIS,2023,5.7,Adventure,RPG,True
Kill It With Fire: HEATWAVE,2020,9.2,Action,Casual,True
Rock Life: The Rock Simulator,2022,9.5,Casual,Indie,True
"If On A Winter's Night, Four Travelers",2021,9.6,Adventure,N/A,True
Warfork,2019,8.9,Action,Indie,True
Airline Manager,2021,7.0,Simulation,N/A,True
"Warhammer 40,000: Dawn of War Winter Assault",2007,8.9,Strategy,N/A,False
Tiny Bunny: Prologue,2020,9.6,Adventure,Indie,True
Flower girl 2,2022,8.2,Casual,Indie,True
Zombie Defense,2016,8.4,Action,Casual,True
Wurm Online,2020,6.1,Adventure,Indie,True
Inferna,2019,6.2,Indie,Massively Multiplayer,True
The Howler,2014,7.8,Casual,Indie,True
Lily's Well,2022,9.8,Adventure,Indie,True
Blood Spear,2021,9.6,Action,Adventure,True
Prime World: Defenders 2,2018,7.9,Massively Multiplayer,Strategy,True
Batman: Arkham City,2011,9.1,Action,Adventure,False
Soccer Manager 2021,2020,7.4,Sports,N/A,True
Frostrain,2024,9.4,Indie,Simulation,True
Epic Battle Fantasy 3,2016,9.7,Adventure,Indie,True
Written in the Sky,2015,7.8,Action,Adventure,False
Smithworks,2022,9.2,Casual,Indie,True
Lurk in the Dark : Prologue,2019,8.9,Action,Indie,True
Idle Skilling,2022,7.2,Casual,Indie,True
蜀山初章 Playtest,2022,9.4,N/A,N/A,False
Tales of Escape,2017,6.2,Adventure,Casual,True
Metal Slug: Awakening,2024,6.2,Action,Adventure,True
Fantasy Strike,2019,6.1,Action,Casual,True
METAL SLUG DEFENSE,2015,5.6,Action,N/A,True
The Life and Suffering of Sir Brante Chapter 1&2,2020,9.6,Adventure,Indie,True
Gridiron,2020,7.9,Action,Sports,False
"OH MY GOD, LOOK AT THIS KNIGHT",2018,9.6,Action,Adventure,True
Space Hulk,2013,5.8,Indie,Strategy,False
Puzzle Pirates,2011,8.0,Adventure,Casual,True
Without Within,2015,8.8,Indie,N/A,True
Streamline,2016,7.1,Action,Indie,False
MultiVersus Technical Test,2022,9.8,N/A,N/A,False
Cureocity,2024,9.8,Adventure,Indie,True
Operation: Tango - Friend Pass,2020,8.6,Adventure,Casual,True
Chex Quest HD,2020,8.0,Action,Indie,True
Hammerfight,2009,7.2,Action,Indie,True
Taora : Beginning,2023,8.8,Action,Adventure,True
100 Ninja Cats,2024,9.8,Action,Adventure,True
Star Realms,2016,8.6,Strategy,N/A,True
The Big Catch: Tacklebox,2024,9.0,Action,Adventure,True
Grapple,2022,4.9,Action,Casual,True
Marbles on Stream,2019,8.6,Casual,Massively Multiplayer,True
Eternal Edge Prologue,2022,9.0,Action,Adventure,True
Hellbound: Survival Mode,2019,8.7,Action,Indie,True
Beer Factory - Prologue,2023,8.6,Indie,Simulation,True
Sang-Froid - Tales of Werewolves,2013,7.9,Action,Adventure,True
Wolfenstein: Enemy Territory,2022,8.4,Action,N/A,True
VTuber Maker,2020,8.2,N/A,N/A,True
Frozen Free Fall: Snowball Fight,2015,5.9,Casual,N/A,False
Escape the Game,2016,8.3,Adventure,Indie,True
The Elder Scrolls: Arena,2022,8.2,Action,RPG,True
Home Sweet Home : Online,2023,5.2,Action,Indie,True
Altitude,2009,7.9,Action,Casual,True
Genesis Online,2015,3.2,Action,N/A,True
PlanetSide Arena,2019,4.5,Action,Massively Multiplayer,False
The Darkest Tales Into the Nightmare,2021,8.5,Action,Adventure,True
The Monster Inside,2017,8.8,Indie,N/A,True
Animal Shelter: Prologue,2021,9.1,Adventure,Casual,True
Oasis VR,2020,8.5,Adventure,Casual,True
Monster Girl2,2023,8.3,Adventure,Casual,True
Anonymous Hacker Simulator: Prologue,2023,9.1,Indie,Simulation,True
Star Crusade CCG,2016,8.0,Casual,Massively Multiplayer,True
Katawa Shoujo,2024,9.9,Casual,Indie,True
Freedom Fighters,2020,9.5,Action,N/A,False
Hamster Playground,2024,8.6,Casual,Indie,True
At Home Alone,2018,8.5,Adventure,Casual,True
Impact Point,2022,9.0,Action,Indie,True
Project Torque - Free 2 Play MMO Racing Game,2019,7.3,Massively Multiplayer,Racing,True
YTBB,2022,5.8,Action,Indie,True
Moonring,2023,9.7,RPG,N/A,True
Unnamed Space Idle,2023,9.3,Casual,Simulation,True
Electrician Simulator - First Shock,2022,8.1,Adventure,Casual,True
Dragon's Dogma 2 Character Creator & Storage,2024,8.0,N/A,N/A,True
Their Land,2023,4.1,Action,Adventure,True
Beecarbonize,2023,9.3,Action,Simulation,True
